0.0			0.08828664
0.4320774	0.084232256
0.4963182	0.080177866
0.56113946	0.07747483
0.6997796	0.09301472
0.83396935	0.098194234
1.2236711	0.08377784
1.547197	0.06891132
1.9368019	0.0542697
2.263714	0.04728607
2.5248375	0.040753216
3.05018		0.03489472
3.838581	0.027007872
4.2983284	0.022050606
5.0890512	0.019569166
5.6822143	0.017989617
6.6054826	0.016858868
7.594636	0.015502563
8.782026	0.014820943
9.969417	0.014139323
10.827187	0.014135029
12.015254	0.015029986
13.401172	0.015698727
14.52316	0.016368788
15.579264	0.017264405
16.371342	0.017936118
17.82295	0.017928852
18.482773	0.01792555
19.803192	0.019720748
21.123322	0.020840269
22.773653	0.022633813
23.63181	0.023530422
24.489481	0.023300903
25.347155	0.023071386
26.336792	0.022841206
27.524858	0.023736162
28.844503	0.023729557
30.032185	0.023723613
31.285849	0.023717338
32.407448	0.0234865
33.66092	0.023029774
34.584476	0.0225747
35.508133	0.022344852
36.431786	0.022115003
37.487503	0.022109719
38.21263	0.02052951
39.663467	0.018720442
41.04832	0.016911706
42.169537	0.015779966
42.631313	0.0155524295
43.42136	0.011494412
44.14591	0.008562852
45.06869	0.006305976
45.859703	0.004500211
46.65101	0.0033701223
47.44241	0.0024652586
