10.498892	0.014295649
15.811044	0.014692126
20.732399	0.014608308
25.658234	0.014411497
30.588547	0.014101693
40.862366	0.013397419
50.726353	0.012693068
60.58586	0.012101709
70.449844	0.011397357
80.313835	0.010693006
90.583176	0.010101724
100.4438	0.009482117
110.29883	0.009003751
120.154976	0.008497137
130.01112	0.007990522
140.2771	0.007483985
150.12877	0.007090363
159.98492	0.006583749
169.83995	0.0061053825
179.68826	0.005796505
189.53658	0.005487628
199.38823	0.005094006
219.49469	0.004476329
249.4472	0.00360627
269.54245	0.0032710743
299.48828	0.0025705046
